HR,timestamp,subject
61.72,4269.0,S4
62.02,4279.0,S4
62.9,4289.0,S4
63.57,4299.0,S4
63.33,4309.0,S4
63.63,4319.0,S4
63.85,4329.0,S4
63.17,4339.0,S4
62.12,4349.0,S4
62.0,4359.0,S4
63.25,4369.0,S4
63.38,4379.0,S4
63.45,4389.0,S4
63.72,4399.0,S4
65.93,4409.0,S4
64.73,4419.0,S4
63.52,4429.0,S4
62.25,4439.0,S4
61.03,4449.0,S4
61.47,4459.0,S4
59.6,4469.0,S4
59.3,4479.0,S4
58.83,4489.0,S4
59.67,4499.0,S4
59.95,4509.0,S4
59.52,4519.0,S4
59.13,4529.0,S4
59.5,4539.0,S4
58.65,4549.0,S4
58.38,4559.0,S4
59.68,4569.0,S4
58.7,4579.0,S4
57.5,4589.0,S4
56.25,4599.0,S4
56.65,4609.0,S4
57.1,4619.0,S4
55.28,4629.0,S4
55.88,4639.0,S4
57.03,4649.0,S4
59.47,4659.0,S4
61.55,4669.0,S4
61.97,4679.0,S4
66.93,4689.0,S4
70.15,4699.0,S4
73.22,4709.0,S4
75.53,4719.0,S4
76.82,4729.0,S4
77.58,4739.0,S4
76.15,4749.0,S4
76.5,4759.0,S4
77.87,4769.0,S4
80.27,4779.0,S4
83.85,4789.0,S4
85.93,4799.0,S4
85.65,4809.0,S4
84.97,4819.0,S4
84.48,4829.0,S4
82.03,4839.0,S4
78.33,4849.0,S4
77.78,4859.0,S4
78.97,4869.0,S4
78.03,4879.0,S4
75.05,4889.0,S4
71.43,4899.0,S4
69.27,4909.0,S4
65.72,4919.0,S4
63.32,4929.0,S4
61.77,4939.0,S4
59.95,4949.0,S4
58.65,4959.0,S4
61.1,4969.0,S4
64.7,4979.0,S4
65.28,4989.0,S4
67.17,4999.0,S4
70.12,5009.0,S4
72.53,5019.0,S4
70.75,5029.0,S4
70.03,5039.0,S4
71.23,5049.0,S4
72.73,5059.0,S4
75.03,5069.0,S4
76.87,5079.0,S4
80.02,5089.0,S4
81.98,5099.0,S4
85.83,5109.0,S4
89.6,5119.0,S4
90.53,5129.0,S4
90.98,5139.0,S4
89.82,5149.0,S4
88.08,5159.0,S4
83.7,5169.0,S4
78.23,5179.0,S4
73.23,5189.0,S4
69.08,5199.0,S4
66.07,5209.0,S4
62.92,5219.0,S4
62.42,5229.0,S4
63.22,5239.0,S4
66.08,5249.0,S4
68.77,5259.0,S4
71.1,5269.0,S4
75.3,5279.0,S4
76.33,5289.0,S4
75.82,5299.0,S4
73.3,5309.0,S4
70.18,5319.0,S4
66.95,5329.0,S4
66.0,5339.0,S4
66.73,5349.0,S4
66.55,5359.0,S4
66.72,5369.0,S4
69.28,5379.0,S4
76.13,5389.0,S4
78.88,5399.0,S4
79.53,5409.0,S4
81.25,5419.0,S4
84.35,5429.0,S4
86.27,5439.0,S4
82.75,5449.0,S4
80.1,5459.0,S4
79.87,5469.0,S4
80.45,5479.0,S4
79.55,5489.0,S4
79.07,5499.0,S4
79.85,5509.0,S4
81.5,5519.0,S4
80.35,5529.0,S4
79.63,5539.0,S4
80.12,5549.0,S4
81.38,5559.0,S4
82.28,5569.0,S4
81.6,5579.0,S4
82.3,5589.0,S4
81.75,5599.0,S4
82.0,5609.0,S4
81.75,5619.0,S4
80.5,5629.0,S4
80.1,5639.0,S4
80.48,5649.0,S4
81.4,5659.0,S4
82.03,5669.0,S4
82.02,5679.0,S4
81.63,5689.0,S4
80.77,5699.0,S4
76.67,5709.0,S4
74.62,5719.0,S4
72.23,5729.0,S4
69.83,5739.0,S4
69.3,5749.0,S4
71.3,5759.0,S4
73.48,5769.0,S4
73.6,5779.0,S4
72.68,5789.0,S4
71.22,5799.0,S4
68.73,5809.0,S4
64.55,5819.0,S4
63.13,5829.0,S4
61.7,5839.0,S4
60.17,5849.0,S4
59.6,5859.0,S4
60.13,5869.0,S4
61.0,5879.0,S4
64.93,5889.0,S4
64.07,5899.0,S4
63.15,5909.0,S4
63.03,5919.0,S4
65.37,5929.0,S4
68.82,5939.0,S4
68.78,5949.0,S4
72.78,5959.0,S4
76.52,5969.0,S4
79.92,5979.0,S4
79.63,5989.0,S4
77.58,5999.0,S4
75.62,6009.0,S4
73.85,6019.0,S4
72.75,6029.0,S4
70.88,6039.0,S4
68.8,6049.0,S4
66.03,6059.0,S4
63.2,6069.0,S4
60.8,6079.0,S4
59.47,6089.0,S4
58.15,6099.0,S4
57.6,6109.0,S4
57.17,6119.0,S4
56.52,6129.0,S4
56.13,6139.0,S4
55.95,6149.0,S4
55.57,6159.0,S4
54.92,6169.0,S4
55.18,6179.0,S4
56.73,6189.0,S4
57.33,6199.0,S4
59.13,6209.0,S4
63.08,6219.0,S4
67.7,6229.0,S4
72.97,6239.0,S4
76.98,6249.0,S4
81.85,6259.0,S4
83.95,6269.0,S4
83.98,6279.0,S4
83.5,6289.0,S4
84.15,6299.0,S4
87.0,6309.0,S4
84.47,6319.0,S4
80.45,6329.0,S4
76.65,6339.0,S4
72.7,6349.0,S4
66.47,6359.0,S4
58.67,6369.0,S4
56.88,6379.0,S4
56.65,6389.0,S4
56.73,6399.0,S4
57.0,6409.0,S4
57.08,6419.0,S4
57.4,6429.0,S4
57.2,6439.0,S4
57.13,6449.0,S4
57.18,6459.0,S4
56.63,6469.0,S4
56.13,6479.0,S4
55.03,6489.0,S4
54.98,6499.0,S4
56.02,6509.0,S4
56.73,6519.0,S4
57.77,6529.0,S4
58.02,6539.0,S4
58.27,6549.0,S4
59.07,6559.0,S4
62.83,6569.0,S4
64.18,6579.0,S4
64.18,6589.0,S4
64.1,6599.0,S4
63.93,6609.0,S4
62.87,6619.0,S4
60.2,6629.0,S4
59.3,6639.0,S4
58.62,6649.0,S4
59.35,6659.0,S4
60.5,6669.0,S4
60.43,6679.0,S4
58.25,6689.0,S4
56.77,6699.0,S4
56.57,6709.0,S4
57.52,6719.0,S4
60.45,6729.0,S4
61.18,6739.0,S4
61.42,6749.0,S4
61.52,6759.0,S4
62.05,6769.0,S4
61.55,6779.0,S4
57.9,6789.0,S4
56.95,6799.0,S4
57.03,6809.0,S4
57.47,6819.0,S4
57.1,6829.0,S4
56.23,6839.0,S4
56.33,6849.0,S4
56.6,6859.0,S4
57.57,6869.0,S4
59.85,6879.0,S4
63.18,6889.0,S4
65.65,6899.0,S4
66.52,6909.0,S4
67.87,6919.0,S4
67.65,6929.0,S4
65.62,6939.0,S4
64.52,6949.0,S4
62.83,6959.0,S4
61.7,6969.0,S4
60.97,6979.0,S4
61.5,6989.0,S4
61.57,6999.0,S4
59.67,7009.0,S4
58.42,7019.0,S4
58.8,7029.0,S4
58.88,7039.0,S4
60.32,7049.0,S4
61.63,7059.0,S4
65.3,7069.0,S4
67.17,7079.0,S4
69.4,7089.0,S4
71.47,7099.0,S4
71.15,7109.0,S4
72.78,7119.0,S4
72.23,7129.0,S4
75.32,7139.0,S4
76.72,7149.0,S4
77.28,7159.0,S4
77.58,7169.0,S4
75.03,7179.0,S4
72.42,7189.0,S4
68.92,7199.0,S4
65.58,7209.0,S4
62.53,7219.0,S4
59.78,7229.0,S4
59.23,7239.0,S4
59.28,7249.0,S4
60.23,7259.0,S4
61.75,7269.0,S4
62.37,7279.0,S4
63.55,7289.0,S4
64.15,7299.0,S4
67.77,7309.0,S4
70.7,7319.0,S4
69.98,7329.0,S4
70.58,7339.0,S4
70.92,7349.0,S4
70.57,7359.0,S4
66.72,7369.0,S4
62.13,7379.0,S4
60.95,7389.0,S4
59.58,7399.0,S4
58.52,7409.0,S4
58.53,7419.0,S4
58.77,7429.0,S4
59.05,7439.0,S4
59.67,7449.0,S4
59.92,7459.0,S4
59.87,7469.0,S4
59.85,7479.0,S4
59.93,7489.0,S4
59.73,7499.0,S4
59.47,7509.0,S4
59.97,7519.0,S4
60.87,7529.0,S4
62.73,7539.0,S4
64.08,7549.0,S4
65.38,7559.0,S4
65.0,7569.0,S4
64.33,7579.0,S4
63.23,7589.0,S4
60.63,7599.0,S4
59.13,7609.0,S4
58.45,7619.0,S4
57.8,7629.0,S4
57.15,7639.0,S4
58.87,7649.0,S4
62.9,7659.0,S4
64.07,7669.0,S4
64.2,7679.0,S4
66.8,7689.0,S4
69.3,7699.0,S4
69.85,7709.0,S4
66.45,7719.0,S4
65.23,7729.0,S4
64.03,7739.0,S4
63.53,7749.0,S4
63.72,7759.0,S4
63.92,7769.0,S4
66.35,7779.0,S4
69.1,7789.0,S4
70.75,7799.0,S4
69.78,7809.0,S4
67.12,7819.0,S4
64.95,7829.0,S4
63.8,7839.0,S4
67.72,7849.0,S4
71.7,7859.0,S4
75.22,7869.0,S4
78.98,7879.0,S4
80.95,7889.0,S4
85.82,7899.0,S4
89.82,7909.0,S4
97.27,7919.0,S4
104.98,7929.0,S4
114.42,7939.0,S4
126.63,7949.0,S4
125.03,7959.0,S4
119.17,7969.0,S4
109.98,7979.0,S4
101.98,7989.0,S4
84.0,9.0,S2
80.0,19.0,S2
79.87,29.0,S2
81.43,39.0,S2
83.9,49.0,S2
85.17,59.0,S2
86.17,69.0,S2
89.12,79.0,S2
92.93,89.0,S2
94.9,99.0,S2
94.25,109.0,S2
94.53,119.0,S2
93.85,129.0,S2
92.42,139.0,S2
88.67,149.0,S2
86.2,159.0,S2
84.97,169.0,S2
83.28,179.0,S2
82.93,189.0,S2
81.68,199.0,S2
80.78,209.0,S2
79.72,219.0,S2
78.78,229.0,S2
77.53,239.0,S2
76.2,249.0,S2
75.78,259.0,S2
75.83,269.0,S2
75.53,279.0,S2
74.97,289.0,S2
75.28,299.0,S2
75.17,309.0,S2
75.92,319.0,S2
76.47,329.0,S2
75.88,339.0,S2
76.1,349.0,S2
75.63,359.0,S2
75.72,369.0,S2
75.13,379.0,S2
74.7,389.0,S2
75.42,399.0,S2
75.4,409.0,S2
75.57,419.0,S2
76.47,429.0,S2
77.65,439.0,S2
77.8,449.0,S2
78.43,459.0,S2
79.28,469.0,S2
79.1,479.0,S2
78.4,489.0,S2
77.3,499.0,S2
76.9,509.0,S2
75.7,519.0,S2
75.28,529.0,S2
76.72,539.0,S2
77.75,549.0,S2
78.58,559.0,S2
80.0,569.0,S2
81.97,579.0,S2
81.73,589.0,S2
80.7,599.0,S2
79.48,609.0,S2
78.87,619.0,S2
77.47,629.0,S2
76.55,639.0,S2
76.38,649.0,S2
76.32,659.0,S2
76.7,669.0,S2
76.4,679.0,S2
77.58,689.0,S2
77.88,699.0,S2
78.45,709.0,S2
78.92,719.0,S2
78.88,729.0,S2
77.92,739.0,S2
76.88,749.0,S2
76.1,759.0,S2
75.5,769.0,S2
74.58,779.0,S2
73.85,789.0,S2
74.37,799.0,S2
75.0,809.0,S2
75.7,819.0,S2
76.33,829.0,S2
77.65,839.0,S2
77.4,849.0,S2
77.88,859.0,S2
76.02,869.0,S2
75.22,879.0,S2
74.03,889.0,S2
73.52,899.0,S2
74.23,909.0,S2
73.95,919.0,S2
74.78,929.0,S2
73.53,939.0,S2
72.0,949.0,S2
70.58,959.0,S2
70.97,969.0,S2
71.78,979.0,S2
72.67,989.0,S2
74.92,999.0,S2
81.63,1009.0,S2
86.3,1019.0,S2
89.43,1029.0,S2
92.28,1039.0,S2
94.1,1049.0,S2
96.53,1059.0,S2
96.4,1069.0,S2
94.73,1079.0,S2
92.45,1089.0,S2
90.0,1099.0,S2
87.72,1109.0,S2
84.63,1119.0,S2
79.67,1129.0,S2
76.6,1139.0,S2
74.58,1149.0,S2
73.48,1159.0,S2
74.0,1169.0,S2
72.92,1179.0,S2
72.57,1189.0,S2
74.05,1199.0,S2
77.28,1209.0,S2
79.28,1219.0,S2
80.5,1229.0,S2
82.03,1239.0,S2
83.35,1249.0,S2
83.42,1259.0,S2
83.02,1269.0,S2
83.53,1279.0,S2
83.73,1289.0,S2
83.77,1299.0,S2
83.27,1309.0,S2
81.28,1319.0,S2
79.9,1329.0,S2
76.85,1339.0,S2
73.55,1349.0,S2
72.63,1359.0,S2
72.3,1369.0,S2
72.35,1379.0,S2
70.18,1389.0,S2
70.95,1399.0,S2
73.88,1409.0,S2
75.25,1419.0,S2
77.75,1429.0,S2
81.72,1439.0,S2
83.57,1449.0,S2
83.6,1459.0,S2
81.0,1469.0,S2
79.95,1479.0,S2
78.2,1489.0,S2
76.1,1499.0,S2
77.25,1509.0,S2
79.02,1519.0,S2
83.38,1529.0,S2
86.45,1539.0,S2
88.6,1549.0,S2
88.3,1559.0,S2
86.62,1569.0,S2
83.32,1579.0,S2
79.08,1589.0,S2
75.55,1599.0,S2
72.98,1609.0,S2
73.0,1619.0,S2
73.63,1629.0,S2
75.2,1639.0,S2
76.17,1649.0,S2
76.35,1659.0,S2
76.1,1669.0,S2
75.62,1679.0,S2
75.47,1689.0,S2
74.75,1699.0,S2
75.3,1709.0,S2
76.4,1719.0,S2
76.53,1729.0,S2
76.53,1739.0,S2
75.55,1749.0,S2
75.77,1759.0,S2
74.38,1769.0,S2
72.75,1779.0,S2
72.7,1789.0,S2
73.17,1799.0,S2
74.57,1809.0,S2
75.0,1819.0,S2
75.08,1829.0,S2
74.62,1839.0,S2
73.83,1849.0,S2
75.38,1859.0,S2
77.52,1869.0,S2
80.72,1879.0,S2
86.12,1889.0,S2
93.2,1899.0,S2
99.98,1909.0,S2
99.52,1919.0,S2
98.68,1929.0,S2
98.53,1939.0,S2
96.17,1949.0,S2
88.75,1959.0,S2
82.67,1969.0,S2
80.4,1979.0,S2
77.37,1989.0,S2
73.75,1999.0,S2
71.05,2009.0,S2
74.63,2019.0,S2
77.48,2029.0,S2
77.68,2039.0,S2
77.95,2049.0,S2
77.83,2059.0,S2
77.37,2069.0,S2
75.03,2079.0,S2
72.07,2089.0,S2
72.18,2099.0,S2
72.35,2109.0,S2
72.32,2119.0,S2
72.7,2129.0,S2
73.93,2139.0,S2
77.13,2149.0,S2
81.6,2159.0,S2
84.88,2169.0,S2
89.97,2179.0,S2
100.2,2189.0,S2
110.15,2199.0,S2
118.52,2209.0,S2
121.42,2219.0,S2
121.72,2229.0,S2
116.55,2239.0,S2
104.8,2249.0,S2
92.03,2259.0,S2
79.37,2269.0,S2
71.55,2279.0,S2
67.68,2289.0,S2
67.75,2299.0,S2
69.28,2309.0,S2
70.35,2319.0,S2
72.4,2329.0,S2
72.83,2339.0,S2
73.02,2349.0,S2
73.62,2359.0,S2
73.27,2369.0,S2
73.0,2379.0,S2
71.52,2389.0,S2
71.13,2399.0,S2
70.87,2409.0,S2
69.88,2419.0,S2
70.1,2429.0,S2
70.73,2439.0,S2
70.85,2449.0,S2
70.68,2459.0,S2
69.53,2469.0,S2
68.88,2479.0,S2
69.02,2489.0,S2
68.48,2499.0,S2
68.18,2509.0,S2
67.95,2519.0,S2
68.87,2529.0,S2
69.07,2539.0,S2
68.15,2549.0,S2
67.93,2559.0,S2
68.92,2569.0,S2
69.35,2579.0,S2
69.35,2589.0,S2
69.42,2599.0,S2
69.5,2609.0,S2
69.85,2619.0,S2
69.68,2629.0,S2
69.12,2639.0,S2
69.02,2649.0,S2
69.37,2659.0,S2
69.8,2669.0,S2
69.95,2679.0,S2
69.17,2689.0,S2
69.42,2699.0,S2
69.35,2709.0,S2
69.07,2719.0,S2
68.87,2729.0,S2
68.42,2739.0,S2
68.78,2749.0,S2
69.77,2759.0,S2
70.52,2769.0,S2
70.83,2779.0,S2
70.67,2789.0,S2
70.62,2799.0,S2
70.4,2809.0,S2
70.02,2819.0,S2
70.03,2829.0,S2
70.3,2839.0,S2
70.08,2849.0,S2
69.55,2859.0,S2
69.13,2869.0,S2
69.38,2879.0,S2
69.6,2889.0,S2
70.8,2899.0,S2
72.32,2909.0,S2
73.38,2919.0,S2
74.2,2929.0,S2
74.0,2939.0,S2
74.58,2949.0,S2
74.95,2959.0,S2
75.73,2969.0,S2
76.87,2979.0,S2
77.7,2989.0,S2
77.77,2999.0,S2
77.7,3009.0,S2
77.65,3019.0,S2
76.45,3029.0,S2
74.77,3039.0,S2
73.1,3049.0,S2
73.13,3059.0,S2
73.78,3069.0,S2
74.35,3079.0,S2
77.17,3089.0,S2
77.92,3099.0,S2
79.12,3109.0,S2
78.97,3119.0,S2
77.23,3129.0,S2
73.75,3139.0,S2
69.82,3149.0,S2
68.75,3159.0,S2
68.05,3169.0,S2
67.95,3179.0,S2
67.95,3189.0,S2
69.75,3199.0,S2
71.07,3209.0,S2
71.42,3219.0,S2
71.85,3229.0,S2
71.85,3239.0,S2
71.87,3249.0,S2
72.0,3259.0,S2
71.32,3269.0,S2
70.73,3279.0,S2
70.4,3289.0,S2
70.63,3299.0,S2
70.58,3309.0,S2
69.17,3319.0,S2
68.72,3329.0,S2
69.15,3339.0,S2
69.22,3349.0,S2
68.8,3359.0,S2
68.85,3369.0,S2
70.68,3379.0,S2
71.45,3389.0,S2
71.67,3399.0,S2
70.77,3409.0,S2
70.78,3419.0,S2
69.9,3429.0,S2
67.38,3439.0,S2
66.07,3449.0,S2
65.58,3459.0,S2
66.45,3469.0,S2
67.0,3479.0,S2
68.83,3489.0,S2
70.4,3499.0,S2
70.37,3509.0,S2
70.1,3519.0,S2
70.6,3529.0,S2
71.28,3539.0,S2
70.55,3549.0,S2
70.63,3559.0,S2
72.42,3569.0,S2
74.25,3579.0,S2
73.45,3589.0,S2
71.67,3599.0,S2
71.77,3609.0,S2
72.1,3619.0,S2
71.78,3629.0,S2
70.55,3639.0,S2
70.8,3649.0,S2
71.75,3659.0,S2
71.78,3669.0,S2
69.58,3679.0,S2
68.43,3689.0,S2
70.02,3699.0,S2
71.15,3709.0,S2
71.45,3719.0,S2
72.52,3729.0,S2
76.08,3739.0,S2
78.5,3749.0,S2
78.8,3759.0,S2
79.38,3769.0,S2
81.47,3779.0,S2
82.6,3789.0,S2
81.68,3799.0,S2
80.37,3809.0,S2
80.53,3819.0,S2
79.87,3829.0,S2
78.12,3839.0,S2
77.22,3849.0,S2
77.53,3859.0,S2
77.58,3869.0,S2
75.47,3879.0,S2
73.87,3889.0,S2
72.8,3899.0,S2
71.83,3909.0,S2
69.92,3919.0,S2
69.3,3929.0,S2
69.88,3939.0,S2
70.95,3949.0,S2
72.07,3959.0,S2
71.63,3969.0,S2
72.07,3979.0,S2
72.0,3989.0,S2
72.85,3999.0,S2
74.62,4009.0,S2
76.03,4019.0,S2
77.85,4029.0,S2
80.9,4039.0,S2
83.78,4049.0,S2
85.32,4059.0,S2
84.88,4069.0,S2
84.85,4079.0,S2
84.67,4089.0,S2
80.02,4099.0,S2
75.45,4109.0,S2
70.87,4119.0,S2
67.32,4129.0,S2
63.88,4139.0,S2
61.13,4149.0,S2
61.32,4159.0,S2
60.68,4169.0,S2
59.2,4179.0,S2
58.53,4189.0,S2
58.5,4199.0,S2
58.45,4209.0,S2
59.52,4219.0,S2
61.2,4229.0,S2
62.85,4239.0,S2
62.42,4249.0,S2
60.6,4259.0,S2
58.62,4269.0,S2
56.38,4279.0,S2
54.93,4289.0,S2
54.63,4299.0,S2
54.98,4309.0,S2
55.2,4319.0,S2
56.7,4329.0,S2
57.92,4339.0,S2
59.02,4349.0,S2
60.33,4359.0,S2
62.83,4369.0,S2
64.75,4379.0,S2
64.18,4389.0,S2
64.15,4399.0,S2
65.52,4409.0,S2
65.17,4419.0,S2
63.38,4429.0,S2
62.68,4439.0,S2
64.67,4449.0,S2
65.73,4459.0,S2
65.63,4469.0,S2
67.9,4479.0,S2
72.63,4489.0,S2
76.25,4499.0,S2
78.3,4509.0,S2
81.62,4519.0,S2
84.15,4529.0,S2
84.47,4539.0,S2
81.13,4549.0,S2
79.23,4559.0,S2
76.97,4569.0,S2
73.87,4579.0,S2
71.0,4589.0,S2
69.73,4599.0,S2
70.72,4609.0,S2
70.93,4619.0,S2
71.97,4629.0,S2
72.25,4639.0,S2
71.98,4649.0,S2
71.47,4659.0,S2
70.48,4669.0,S2
70.78,4679.0,S2
70.98,4689.0,S2
71.07,4699.0,S2
71.37,4709.0,S2
72.48,4719.0,S2
73.33,4729.0,S2
72.43,4739.0,S2
71.37,4749.0,S2
71.65,4759.0,S2
72.22,4769.0,S2
72.48,4779.0,S2
73.9,4789.0,S2
74.13,4799.0,S2
74.88,4809.0,S2
74.13,4819.0,S2
73.93,4829.0,S2
72.68,4839.0,S2
70.53,4849.0,S2
70.15,4859.0,S2
69.32,4869.0,S2
69.57,4879.0,S2
71.22,4889.0,S2
73.4,4899.0,S2
80.9,4909.0,S2
90.92,4919.0,S2
103.47,4929.0,S2
116.48,4939.0,S2
125.42,4949.0,S2
131.08,4959.0,S2
134.38,4969.0,S2
130.5,4979.0,S2
122.15,4989.0,S2
114.35,4999.0,S2
110.98,5009.0,S2
111.62,5019.0,S2
107.05,5029.0,S2
104.85,5039.0,S2
105.7,5049.0,S2
108.57,5059.0,S2
110.43,5069.0,S2
114.22,5079.0,S2
118.88,5089.0,S2
124.0,5099.0,S2
125.97,5109.0,S2
118.8,5119.0,S2
109.77,5129.0,S2
97.95,5139.0,S2
87.45,5149.0,S2
79.82,5159.0,S2
73.62,5169.0,S2
74.5,5179.0,S2
74.48,5189.0,S2
74.97,5199.0,S2
74.78,5209.0,S2
71.97,5219.0,S2
71.25,5229.0,S2
68.38,5239.0,S2
66.53,5249.0,S2
64.25,5259.0,S2
62.97,5269.0,S2
63.72,5279.0,S2
63.1,5289.0,S2
63.27,5299.0,S2
63.63,5309.0,S2
66.22,5319.0,S2
67.25,5329.0,S2
67.82,5339.0,S2
67.55,5349.0,S2
67.82,5359.0,S2
69.02,5369.0,S2
67.08,5379.0,S2
68.15,5389.0,S2
70.3,5399.0,S2
71.93,5409.0,S2
73.95,5419.0,S2
74.9,5429.0,S2
76.48,5439.0,S2
76.32,5449.0,S2
76.58,5459.0,S2
77.03,5469.0,S2
76.65,5479.0,S2
75.9,5489.0,S2
75.4,5499.0,S2
74.93,5509.0,S2
73.42,5519.0,S2
72.25,5529.0,S2
71.9,5539.0,S2
71.83,5549.0,S2
75.35,5559.0,S2
77.82,5569.0,S2
77.6,5579.0,S2
78.3,5589.0,S2
79.65,5599.0,S2
81.58,5609.0,S2
80.52,5619.0,S2
81.33,5629.0,S2
86.2,5639.0,S2
86.95,5649.0,S2
84.0,5659.0,S2
81.17,5669.0,S2
78.15,5679.0,S2
74.23,5689.0,S2
68.12,5699.0,S2
65.5,5709.0,S2
65.57,5719.0,S2
65.97,5729.0,S2
65.1,5739.0,S2
64.83,5749.0,S2
65.83,5759.0,S2
66.42,5769.0,S2
66.58,5779.0,S2
66.47,5789.0,S2
66.88,5799.0,S2
66.75,5809.0,S2
65.97,5819.0,S2
66.17,5829.0,S2
67.02,5839.0,S2
67.1,5849.0,S2
66.78,5859.0,S2
66.25,5869.0,S2
66.45,5879.0,S2
66.62,5889.0,S2
66.47,5899.0,S2
66.12,5909.0,S2
67.13,5919.0,S2
69.1,5929.0,S2
70.78,5939.0,S2
71.25,5949.0,S2
71.65,5959.0,S2
73.17,5969.0,S2
73.68,5979.0,S2
73.52,5989.0,S2
72.58,5999.0,S2
71.95,6009.0,S2
71.38,6019.0,S2
70.47,6029.0,S2
69.72,6039.0,S2
68.77,6049.0,S2
69.87,6059.0,S2
70.93,6069.0,S2
70.93,6079.0,S2
71.17,6089.0,S2
70.6,6099.0,S2
70.67,6109.0,S2
69.47,6119.0,S2
69.0,6129.0,S2
71.9,6139.0,S2
73.7,6149.0,S2
77.6,6159.0,S2
81.62,6169.0,S2
82.42,6179.0,S2
81.32,6189.0,S2
78.07,6199.0,S2
75.65,6209.0,S2
72.25,6219.0,S2
69.17,6229.0,S2
67.98,6239.0,S2
67.35,6249.0,S2
66.97,6259.0,S2
68.2,6269.0,S2
69.93,6279.0,S2
70.82,6289.0,S2
72.27,6299.0,S2
77.23,6309.0,S2
81.25,6319.0,S2
81.82,6329.0,S2
80.35,6339.0,S2
77.48,6349.0,S2
75.18,6359.0,S2
70.77,6369.0,S2
66.87,6379.0,S2
65.33,6389.0,S2
64.58,6399.0,S2
65.47,6409.0,S2
66.0,6419.0,S2
66.85,6429.0,S2
68.08,6439.0,S2
68.58,6449.0,S2
69.2,6459.0,S2
69.05,6469.0,S2
68.75,6479.0,S2
67.83,6489.0,S2
66.28,6499.0,S2
65.02,6509.0,S2
64.58,6519.0,S2
65.4,6529.0,S2
65.6,6539.0,S2
65.65,6549.0,S2
66.85,6559.0,S2
68.88,6569.0,S2
69.7,6579.0,S2
68.58,6589.0,S2
67.77,6599.0,S2
67.38,6609.0,S2
67.03,6619.0,S2
65.68,6629.0,S2
64.93,6639.0,S2
65.5,6649.0,S2
65.35,6659.0,S2
65.83,6669.0,S2
66.8,6679.0,S2
68.2,6689.0,S2
70.6,6699.0,S2
73.37,6709.0,S2
76.2,6719.0,S2
77.03,6729.0,S2
76.17,6739.0,S2
76.52,6749.0,S2
76.55,6759.0,S2
75.4,6769.0,S2
75.42,6779.0,S2
76.3,6789.0,S2
79.13,6799.0,S2
81.9,6809.0,S2
85.6,6819.0,S2
89.0,6829.0,S2
89.8,6839.0,S2
89.72,6849.0,S2
87.95,6859.0,S2
85.17,6869.0,S2
80.93,6879.0,S2
76.85,6889.0,S2
74.23,6899.0,S2
71.85,6909.0,S2
69.48,6919.0,S2
66.87,6929.0,S2
64.55,6939.0,S2
62.77,6949.0,S2
62.67,6959.0,S2
64.28,6969.0,S2
65.25,6979.0,S2
65.48,6989.0,S2
67.6,6999.0,S2
71.62,7009.0,S2
76.9,7019.0,S2
83.35,7029.0,S2
88.43,7039.0,S2
89.8,7049.0,S2
88.68,7059.0,S2
87.35,7069.0,S2
82.18,7079.0,S2
75.33,7089.0,S2
71.22,7099.0,S2
70.27,7109.0,S2
69.23,7119.0,S2
66.45,7129.0,S2
66.22,7139.0,S2
65.87,7149.0,S2
65.17,7159.0,S2
65.87,7169.0,S2
67.02,7179.0,S2
68.37,7189.0,S2
68.85,7199.0,S2
69.83,7209.0,S2
70.68,7219.0,S2
70.05,7229.0,S2
69.48,7239.0,S2
69.27,7249.0,S2
69.13,7259.0,S2
68.12,7269.0,S2
66.78,7279.0,S2
66.52,7289.0,S2
66.25,7299.0,S2
65.23,7309.0,S2
64.55,7319.0,S2
64.03,7329.0,S2
63.5,7339.0,S2
63.32,7349.0,S2
62.55,7359.0,S2
62.73,7369.0,S2
63.45,7379.0,S2
64.1,7389.0,S2
64.12,7399.0,S2
64.57,7409.0,S2
64.63,7419.0,S2
63.77,7429.0,S2
65.0,7439.0,S2
67.98,7449.0,S2
70.97,7459.0,S2
72.6,7469.0,S2
74.8,7479.0,S2
76.28,7489.0,S2
74.23,7499.0,S2
71.25,7509.0,S2
69.92,7519.0,S2
69.13,7529.0,S2
69.17,7539.0,S2
70.35,7549.0,S2
73.92,7559.0,S2
74.95,7569.0,S2
75.5,7579.0,S2
76.23,7589.0,S2
76.32,7599.0,S2
75.93,7609.0,S2
76.75,7619.0,S2
77.52,7629.0,S2
77.47,7639.0,S2
77.25,7649.0,S2
77.42,7659.0,S2
80.08,7669.0,S2
78.6,7679.0,S2
76.0,7689.0,S2
72.77,7699.0,S2
70.35,7709.0,S2
68.0,7719.0,S2
63.95,7729.0,S2
60.78,7739.0,S2
60.32,7749.0,S2
61.0,7759.0,S2
61.32,7769.0,S2
61.05,7779.0,S2
61.8,7789.0,S2
62.03,7799.0,S2
63.17,7809.0,S2
63.5,7819.0,S2
64.03,7829.0,S2
71.53,7839.0,S2
74.17,7849.0,S2
80.72,7859.0,S2
97.2,4.0,S3
78.2,14.0,S3
71.52,24.0,S3
71.97,34.0,S3
73.69,44.0,S3
75.71,54.0,S3
76.5,64.0,S3
81.12,74.0,S3
85.97,84.0,S3
89.03,94.0,S3
90.48,104.0,S3
90.92,114.0,S3
86.67,124.0,S3
81.73,134.0,S3
78.03,144.0,S3
74.33,154.0,S3
